,price,Number of Gears,Assembled,Engine CC,Direct Injection,Aspiration,Wheel Base (mm),Front Thread,Fuel Tank (litres),Rear Brakes,vehicle_age,volume,specific_power,brand_tier
6940,385333.0,8,Parallel Import,3993,Direct Injection,Twin Turbo intercooled,2915.0,1662.0,75.0,Ventilated discs,8,14083081584.0,214.31305013394567,A
6941,26800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,13,10950801750.0,77.20020586721564,B
6942,163900.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2873.0,1621.0,66.0,Ventilated discs,7,14422937760.0,90.75659168136264,A
6943,193900.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2873.0,1621.0,66.0,Ventilated discs,5,14422937760.0,90.75659168136264,A
6944,59800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,6,11115606600.0,82.3847643109201,B
6945,43800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,8,13834590000.0,66.67482260827013,C
6946,152800.0,7,Locally Built,1984,Direct Injection,Turbo supercharged intercooled,2786.0,1490.0,66.0,Discs,1,12789283600.0,116.22216784927821,B
6947,98800.0,6,Locally Built,1984,Direct Injection,Turbocharged,2791.0,1584.0,66.0,Discs,6,12715457664.0,114.81056257175659,B
6948,82900.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,5,15756889500.0,43.00531242094612,B
6949,105900.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2874.0,1598.0,80.0,Discs,9,13333311684.0,93.727789623312,A
6950,19800.0,6,Locally Built,2497,Multi-Point Injected,Aspirated,2888.0,1558.0,70.0,Ventilated discs,18,13118761448.0,78.62473347547974,A
6951,15600.0,6,Locally Built,1997,Multi-Point Injected,Aspirated,2700.0,1480.0,52.0,Drums,13,11799064500.0,80.0433317284545,C
6952,93888.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2750.0,1530.0,55.0,Drums,5,15553764750.0,59.6157145307943,B
6953,52800.0,6,Locally Built,4000,Multi-Point Injected,Aspirated,2711.0653876272513,1530.0,55.0,Drums,10,12583359973.558815,66.47795505232459,B
6954,299000.0,8,Official Import,3456,Direct Injection,Aspirated,3000.0,1575.0,75.0,Discs,4,17230761250.0,128.66700977869274,B
6955,489800.0,8,Locally Built,2998,Direct Injection,Twin-scroll turbo,3070.0,1618.0,78.0,Ventilated discs,1,14285998080.0,105.92200288878189,A
6956,165000.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1618.0,85.0,Ventilated discs,5,16684497816.0,79.32139735163662,A
6957,136000.0,7,Parallel Import,3498,Direct Injection,Aspirated,3165.0,1624.0,70.0,Ventilated discs,9,14903382384.0,117.40781951425392,A
6958,255555.0,9,Official Import,1991,Direct Injection,Turbocharged,2939.0,1624.0,66.0,Ventilated discs,5,13384337328.0,113.91639931185196,A
6959,36800.0,9,Locally Built,2800,Multi-Point Injected,Aspirated,2711.0653876272513,1624.0,66.0,Ventilated discs,18,12583359973.558815,72.0695587483145,D
6960,37900.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Drums,11,10672600000.0,77.46979388770434,B
6961,58988.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2685.0,1470.0,45.0,Drums,4,13080145500.0,58.55338691159587,D
6962,54988.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,2,10238104875.0,75.72972575545914,D
6963,329800.0,7,Official Import,1984,Direct Injection,Turbo intercooled,2807.0,1475.0,65.0,Discs,6,14618538312.0,107.93490176237457,S
6964,45988.0,4,Locally Built,1329,Multi-Point Injected,Aspirated,2455.0,1405.0,36.0,Drums,1,10301985000.0,76.64380798709158,D
6965,29900.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Discs,14,10672600000.0,77.46979388770434,B
6966,266800.0,9,Locally Built,2996,Direct Injection,Twin Turbo intercooled,2873.0,1613.0,66.0,Ventilated discs,5,14451287760.0,260.83866382373844,A
6967,56800.0,6,Official Import,2488,Direct Injection,Aspirated,2700.0,1613.0,56.0,Discs,9,13996604000.0,89.12827727084397,B
6968,238800.0,9,Parallel Import,1991,Direct Injection,Turbo intercooled,2873.0,1620.0,66.0,Ventilated discs,4,14327454960.0,90.75659168136264,A
6969,89888.0,6,Official Import,1999,Multi-Point Injected,Aspirated,2600.0,1559.0,50.0,Discs,2,11620350000.0,64.51890403888339,C
6970,135900.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2699.0,1549.0,50.0,Discs,10,11781794320.0,112.07308652467201,A
6971,138900.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2699.0,1549.0,50.0,Discs,9,11781794320.0,112.07308652467201,A
6972,38800.0,7,Official Import,1390,Direct Injection,Turbo supercharged intercooled,2468.0,1443.0,45.0,Discs,10,9710441664.0,105.26563400491631,B
6973,108900.0,7,Parallel Import,2143,Direct Injection,Turbo intercooled,2699.0,1443.0,50.0,Discs,10,11822931870.0,87.49356664951105,A
6974,133900.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1443.0,50.0,Discs,7,11781794320.0,81.41112618724559,A
6975,31999.0,7,Locally Built,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,11,12758982600.0,78.70994401755232,B
6976,157900.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1552.0,66.0,Discs,7,12230553720.0,103.79873867314711,A
6977,82800.0,7,Parallel Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,10,10947776080.0,68.97331524197196,A
6978,152900.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2840.0,1553.0,66.0,Discs,8,12230553720.0,119.28991406603346,A
6979,39800.0,7,Locally Built,2800,Multi-Point Injected,Aspirated,2711.0653876272513,1553.0,66.0,Discs,14,12583359973.558815,87.6300316598824,D
6980,52900.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,9,10210449480.0,82.30904302019314,B
6981,60800.0,7,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,7,12212393640.0,86.13108790189487,B
6982,52800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1535.0,42.0,Drums,6,11058075000.0,72.92305595311116,B
6983,66800.0,5,Locally Built,2356,Multi-Point Injected,Aspirated,2775.0,1535.0,65.0,Discs,8,13198917500.0,83.44857183729913,B
6984,72800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,3,11058075000.0,69.73864302939451,B
6985,22800.0,5,Locally Built,1487,Carburettor Single,Aspirated,2150.0,1475.0,55.0,Drums,15,11870428500.0,57.19068210350118,C
6986,89800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1475.0,50.0,Discs,9,11781794320.0,81.41112618724559,A
6987,25990.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,13,10950801750.0,77.20020586721564,B
6989,27990.0,6,Locally Built,2496,Multi-Point Injected,Aspirated,2775.0,1560.0,70.0,Discs,12,12884510000.0,88.19538670284938,C
6990,18990.0,6,Locally Built,1597,Multi-Point Injected,Aspirated,2650.0,1542.0,50.0,Discs,10,12365428152.0,61.39115742044495,D
6991,46990.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,10,17994182250.0,55.691690799732676,B
6992,99888.0,6,Locally Built,1395,Direct Injection,Turbocharged,2677.0,1589.0,60.0,Discs,5,13801838442.0,77.20020586721564,B
6993,47800.0,6,Locally Built,4009,Multi-Point Injected,Aspirated,2711.0653876272513,1589.0,60.0,Discs,11,12583359973.558815,79.7735460627895,B
6994,239800.0,6,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,60.0,Ventilated discs,4,17719762500.0,67.57258483700898,B
6995,40800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,8,20745900000.0,73.11925222372983,D
6996,85800.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,6,11794387920.0,84.11181502559147,B
6997,28800.0,4,Locally Built,2499,Multi-Point Injected,Turbo intercooled,2860.0,1475.0,71.0,Drums,16,16710948072.0,64.67139094443748,B
6998,41999.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1500.0,50.0,Discs,12,11433649500.0,54.87269534679543,B
6999,52999.0,7,Official Import,1798,Multi-Point Injected,Aspirated,2700.0,1500.0,55.0,Discs,8,11979475200.0,81.67822305793865,B
7000,61800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2662.0,1500.0,55.0,Drums,6,12871441030.0,72.74755386350134,B
7001,51000.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,4,10238104875.0,75.72972575545914,D
7002,69500.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,11,11966537456.0,91.84845005740527,A
7003,11800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2420.0,1305.0,46.0,Drums,23,10333946875.0,42.929166874656815,D
7004,88800.0,4,Locally Built,1997,Direct Injection,Aspirated,2860.0,1305.0,46.0,Discs,5,15479127000.0,74.8764538511456,C
7005,98800.0,6,Official Import,1984,Direct Injection,Turbo supercharged intercooled,2578.0,1533.0,60.0,Ventilated discs,11,10990565352.0,123.97454647592666,B
7006,93800.0,6,Official Import,1984,Direct Injection,Turbo supercharged intercooled,2578.0,1533.0,60.0,Ventilated discs,12,10990565352.0,123.97454647592666,B
7007,36500.0,7,Locally Built,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,9,12758982600.0,78.70994401755232,B
7008,96800.0,7,Official Import,1197,Direct Injection,Turbo supercharged intercooled,2537.0,1578.0,55.0,Discs,6,11493651264.0,59.95272299558062,B
7009,26000.0,4,Parallel Import,2488,Multi-Point Injected,Aspirated,2825.0,1620.0,82.0,Ventilated discs,18,15110406000.0,73.0581327596253,C
7010,28800.0,5,Official Import,2362,Multi-Point Injected,Aspirated,2775.0,1575.0,70.0,Discs,16,12908805000.0,84.78018072900802,B
7011,196800.0,6,Official Import,3456,Multi-Point Injected,Aspirated,3000.0,1575.0,75.0,Discs,7,17230761250.0,97.03256765816307,B
7012,16800.0,6,Locally Built,1298,Multi-Point Injected,Aspirated,2711.0653876272513,1575.0,75.0,Discs,16,12583359973.558815,54.691083589146466,B
7013,175800.0,6,Parallel Import,4608,Multi-Point Injected,Aspirated,2850.0,1640.0,75.0,Discs,12,18674122500.0,112.20493278289403,B
7014,52999.0,6,Locally Built,2359,Multi-Point Injected,Aspirated,2700.0,1628.0,64.0,Discs,8,14812896000.0,61.747997600649235,D
7015,236800.0,6,Parallel Import,4461,Direct Injection,Twin Turbo intercooled,2850.0,1628.0,138.0,Ventilated discs,11,18332820000.0,93.5041106524117,B
7016,423800.0,6,Parallel Import,4461,Direct Injection,Twin Turbo intercooled,2850.0,1635.0,138.0,Ventilated discs,4,19216989000.0,74.08214402440352,B
7017,70800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1545.0,65.0,Discs,13,15061095000.0,71.27284923696125,B
7018,24800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Discs,14,10672600000.0,73.61383129600866,B
7019,292000.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2873.0,1621.0,66.0,Ventilated discs,2,14422937760.0,84.73482730440018,A
7020,217800.0,6,Parallel Import,3456,Multi-Point Injected,Aspirated,3000.0,1600.0,66.0,Ventilated discs,7,17648167500.0,99.50248756218906,B
7021,104800.0,7,Parallel Import,1986,Multi-Point Injected,Aspirated,2660.0,1560.0,60.0,Discs,9,14637428000.0,71.32061212922727,B
7022,59800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1560.0,42.0,Discs,6,11058075000.0,71.93760925104209,B
7023,56800.0,6,Locally Built,1995,Multi-Point Injected,Aspirated,2635.0,1560.0,60.0,Discs,7,12792415000.0,78.27992902619768,B
7024,116800.0,8,Parallel Import,4806,Direct Injection,Aspirated,2895.0,1560.0,85.0,Ventilated discs,12,16020851770.0,144.55567200318023,S
7025,177999.0,8,Locally Built,1969,Direct Injection,Turbo intercooled,2702.0,1601.0,54.0,Ventilated discs,3,13618716300.0,110.36367458482236,S
7026,119800.0,8,Parallel Import,4806,Direct Injection,Aspirated,2895.0,1601.0,85.0,Ventilated discs,11,16020851770.0,144.55567200318023,S
7027,40800.0,6,Parallel Import,3598,Direct Injection,Aspirated,2855.0,1655.0,100.0,Ventilated discs,16,15697020224.0,100.19347705914869,S
7028,62800.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2685.0,1655.0,45.0,Drums,4,13080145500.0,58.10641449242338,D
7029,96800.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1585.0,56.0,Discs,6,13996604000.0,75.99976464589012,B
7030,43800.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,5,10238104875.0,76.10462538791192,D
7031,73800.0,4,Locally Built,1997,Direct Injection,Aspirated,2860.0,1475.0,60.0,Discs,6,15434646750.0,64.56827106375128,C
7032,48800.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2670.0,1525.0,63.0,Discs,8,12277472250.0,81.41112618724559,B
7033,32800.0,4,Official Import,1495,Multi-Point Injected,Aspirated,2655.0,1425.0,45.0,Drums,11,11254800000.0,69.56169379347605,B
7034,68800.0,5,Official Import,2442,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,6,17058096000.0,73.41012329656067,B
7035,12500.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,16,9600390000.0,67.98468391029148,D
7036,60800.0,6,Parallel Import,1598,Direct Injection,Twin-scroll turbo,2547.0,1453.0,50.0,Discs,15,9539001648.0,100.07434093898324,A
7037,75999.0,6,Locally Built,1997,Direct Injection,Aspirated,2860.0,1453.0,60.0,Discs,6,15434646750.0,64.56827106375128,C
7038,141999.0,8,Parallel Import,1998,Direct Injection,Twin-scroll turbo,2670.0,1563.0,51.0,Discs,5,12195635346.0,93.34435315280277,A
7039,29800.0,7,Locally Built,2996,Multi-Point Injected,Aspirated,2854.0,1575.0,73.0,Discs,14,12842793348.0,97.39438401214268,A
7041,69800.0,7,Official Import,1984,Direct Injection,Turbo intercooled,2603.0,1571.0,73.0,Discs,9,12903476400.0,71.67552070157686,A
7042,84800.0,6,Official Import,3456,Multi-Point Injected,Aspirated,2740.0,1571.0,72.0,Discs,12,15150593250.0,112.24531294481271,A
7043,13559.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,17,9600390000.0,68.70409855484482,D
7044,79800.0,6,Official Import,3456,Multi-Point Injected,Aspirated,2740.0,1455.0,72.0,Discs,13,15150593250.0,112.24531294481271,A
7045,145800.0,7,Locally Built,1991,Direct Injection,Turbocharged,2840.0,1455.0,72.0,Discs,6,12230553720.0,85.81072837447638,A
7046,39800.0,7,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1455.0,40.0,Drums,4,11739559356.0,67.22585420007401,D
7047,63770.0,4,Locally Built,2494,Direct Injection,Turbo intercooled,3085.0,1540.0,76.0,Drums,9,17856385000.0,57.00938279425155,B
7048,7900.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2600.0,1475.0,50.0,Discs,16,10668866250.0,69.3186785736589,D
7049,60800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Drums,5,11058075000.0,72.92305595311116,B
7050,53800.0,7,Parallel Import,1796,Direct Injection,Turbo intercooled,2760.0,1549.0,66.0,Discs,12,11422765800.0,98.21858449687049,A
7051,62800.0,7,Parallel Import,1595,Direct Injection,Turbo intercooled,2760.0,1549.0,59.0,Discs,10,11758423290.0,82.5658939345824,A
7052,29800.0,7,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1549.0,40.0,Drums,8,10489872960.0,68.6441211663203,D
7053,6800.0,5,Locally Built,989,Multi-Point Injected,Aspirated,2390.0,1310.0,36.0,Drums,15,8067881250.0,57.99030326076623,D
7054,14800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2450.0,1440.0,42.0,Discs,17,11017363500.0,104.57267801121779,B
7055,27800.0,7,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1440.0,40.0,Drums,8,10489872960.0,69.52417400178595,D
7056,9888.0,4,Locally Built,989,Multi-Point Injected,Aspirated,2360.0,1300.0,40.0,Drums,17,8615400000.0,47.45060823052368,D
7057,135800.0,7,Locally Built,1991,Direct Injection,Turbocharged,2840.0,1300.0,40.0,Discs,5,12230553720.0,182.03778793891811,A
7058,77800.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
7059,31800.0,6,Locally Built,1332,Multi-Point Injected,Aspirated,2555.0,1562.0,40.0,Drums,5,10489872960.0,60.85452565498687,D
7060,187800.0,9,Parallel Import,1497,Direct Injection,Twin-scroll turbo,2840.0,1588.0,66.0,Discs,4,12230553720.0,91.2381613527049,A
7061,7800.0,5,Locally Built,1584,Multi-Point Injected,Aspirated,2600.0,1475.0,60.0,Discs,18,11032122000.0,64.86554568927514,D
7062,78800.0,7,Parallel Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,10,10947776080.0,68.97331524197196,A
7063,78800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,10,10947776080.0,83.45369924570694,A
7064,173800.0,7,Parallel Import,1991,Direct Injection,Twin-scroll turbo,2699.0,1569.0,56.0,Ventilated discs,8,11904592392.0,169.4995056264419,A
7065,26988.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,10,11546509500.0,66.83971447112263,D
7066,68999.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
7067,59800.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1562.0,51.0,Discs,7,11920595000.0,72.64562145027077,B
7068,66999.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
7069,100800.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1562.0,56.0,Discs,5,14023100000.0,78.32972541870798,B
7070,48500.0,4,Locally Built,1798,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,7,12122955000.0,73.46082089552239,C
7071,22000.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,4520.0,1480.0,60.0,Drums,18,13982055000.0,61.485027691730025,C
7072,96800.0,7,Locally Built,1477,Direct Injection,Turbocharged,2600.0,1480.0,45.0,Discs,1,12540546000.0,96.41573156117225,D
7073,238800.0,8,Official Import,3456,Direct/Multi-point injection,Aspirated,2790.0,1640.0,72.0,Ventilated discs,6,15660469500.0,107.01886252192276,A
7074,50999.0,7,Locally Built,2488,Multi-Point Injected,Aspirated,2705.0,1575.0,60.0,Ventilated discs,7,14482832000.0,79.16373467649346,C
7075,42800.0,4,Locally Built,1248,Multi-Point Injected,Aspirated,2400.0,1421.0,35.0,Discs,4,8515027125.0,38.887448613014335,C
7076,74688.0,6,Locally Built,1999,Multi-Point Injected,Aspirated,2670.0,1613.0,62.0,Discs,7,13587504000.0,71.75660160734787,C
7077,88800.0,6,Parallel Import,1999,Direct Injection,Turbocharged,2660.0,1625.0,70.0,Discs,11,13734907875.0,109.66508918820531,S
7078,299800.0,8,Parallel Import,2993,Direct Injection,Twin Turbo intercooled,2923.0,1625.0,85.0,Ventilated discs,6,19018987260.0,83.78473169401038,S
7079,36500.0,8,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1490.0,40.0,Drums,3,11672659656.0,69.2872943629383,D
7080,57800.0,6,Locally Built,2359,Multi-Point Injected,Aspirated,2700.0,1628.0,64.0,Discs,9,14812896000.0,111.24106893132294,D
7081,73800.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
7082,50800.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1562.0,66.0,Discs,11,13389988140.0,91.2381613527049,A
7083,36800.0,7,Locally Built,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,10,12758982600.0,78.70994401755232,B
7084,71800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,3,11058075000.0,69.73864302939451,B
7085,69800.0,6,Locally Built,2488,Direct Injection,Aspirated,2700.0,1475.0,56.0,Discs,8,13996604000.0,89.12827727084397,B
7086,108500.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,8,13343703240.0,81.2505519738585,A
7087,435000.0,8,Official Import,2995,Direct Injection,Twin-scroll turbo,2950.0,1600.0,75.0,Ventilated discs,6,13916816199.0,135.68521031207598,S
7088,119800.0,9,Official Import,1999,Direct Injection,Turbo intercooled,2741.0,1621.0,70.0,Discs,8,16404430644.0,97.69187738655987,S
7089,56800.0,9,Locally Built,1997,Multi-Point Injected,Aspirated,2711.0653876272513,1621.0,70.0,Discs,7,12583359973.558815,62.830875497579996,C
7090,101800.0,9,Official Import,1999,Direct Injection,Turbocharged,2662.0,1625.0,68.0,Discs,9,14023762875.0,97.21661960467931,S
7091,149800.0,8,Parallel Import,5000,Direct Injection,Supercharged intercooled,2922.0,1690.0,105.0,Ventilated discs,11,20586381900.0,163.34635833707003,S
