,price,Number of Gears,Assembled,Engine CC,Direct Injection,Aspiration,Wheel Base (mm),Front Thread,Fuel Tank (litres),Rear Brakes,vehicle_age,volume,specific_power,brand_tier
6750,45800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,15,6043344750.0,44.514270751505634,B
6751,103800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1569.0,50.0,Discs,8,11904592392.0,81.12746372666284,A
6752,56500.0,7,Locally Built,998,Multi-Point Injected,Turbocharged,2525.0,1475.0,36.0,Discs,2,11066949000.0,50.964688751365124,D
6753,189900.0,7,Locally Built,1984,Direct Injection,Turbo intercooled,2789.0,1475.0,60.0,Discs,1,14803793290.0,114.41052576837068,B
6754,599900.0,9,Official Import,3982,Direct Injection,Twin Turbo intercooled,2945.0,1642.0,80.0,Discs,4,13740164586.0,221.17017816486575,A
6755,125000.0,8,Locally Built,1499,Direct Injection,Turbo intercooled,2810.0,1544.0,60.0,Discs,4,11989828727.0,68.80849987351378,A
6756,79900.0,8,Official Import,1998,Direct Injection,Twin-scroll turbo,2780.0,1561.0,61.0,Ventilated discs,7,13457512800.0,88.72048426597662,A
6757,44900.0,8,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1490.0,40.0,Drums,0,11758546128.0,68.06969337413352,D
6758,260888.0,9,Locally Built,1991,Direct Injection,Twin-scroll turbo,2939.0,1490.0,40.0,Ventilated discs,4,13384337328.0,186.72328732904512,A
6759,59800.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1490.0,66.0,Discs,10,13389988140.0,91.2381613527049,A
6760,18800.0,4,Locally Built,1598,Multi-Point Injected,Aspirated,2600.0,1490.0,66.0,Drums,14,10940674125.0,54.04869341002628,C
6761,39800.0,5,Official Import,3498,Multi-Point Injected,Aspirated,2825.0,1610.0,82.0,Ventilated discs,11,15848703000.0,102.3904225573977,C
6762,39800.0,5,Locally Built,2800,Multi-Point Injected,Aspirated,2711.0653876272513,1610.0,82.0,Ventilated discs,14,12583359973.558815,61.040444216910174,D
6763,4800.0,4,Locally Built,1590,Multi-Point Injected,Aspirated,2621.0,1610.0,82.0,Discs,27,10527775488.0,47.25711810341433,B
6764,290000.0,9,Parallel Import,1991,Direct Injection,Twin-scroll turbo,2873.0,1609.0,66.0,Ventilated discs,5,12836194800.0,101.60280392234081,A
6765,75800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,6,15756889500.0,43.00531242094612,B
6766,25000.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Drums,8,8904168000.0,59.523809523809526,D
6767,79900.0,7,Locally Built,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,3,14016645566.0,82.7189354432656,D
6768,37800.0,4,Parallel Import,2994,Multi-Point Injected,Aspirated,2900.0,1570.0,70.0,Discs,18,16764840000.0,89.22777417261517,B
6769,48800.0,4,Locally Built,4009,Multi-Point Injected,Aspirated,2711.0653876272513,1570.0,70.0,Discs,11,12583359973.558815,62.865022712524336,B
6770,119800.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2699.0,1549.0,50.0,Discs,9,11781794320.0,112.07308652467201,A
6771,169800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1549.0,46.0,Ventilated discs,4,13673924384.0,74.42462484326336,A
6772,69800.0,8,Official Import,1997,Direct Injection,Twin-scroll turbo,2920.0,1541.0,60.0,Ventilated discs,10,13297954176.0,109.48252748234874,A
6773,209800.0,9,Official Import,1991,Direct Injection,Twin-scroll turbo,2840.0,1588.0,60.0,Ventilated discs,4,12230553720.0,115.2918044507999,A
6774,89800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,7,11989828727.0,91.2381613527049,A
6775,127800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1544.0,46.0,Ventilated discs,5,13673924384.0,77.57821064170672,A
6776,109800.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2840.0,1544.0,66.0,Discs,9,12230553720.0,98.78664232792869,A
6777,99800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,6,13030471428.0,91.84845005740529,A
6778,89800.0,8,Locally Built,1499,Direct Injection,Turbo intercooled,2810.0,1544.0,60.0,Discs,5,11989828727.0,68.80849987351378,A
6779,153800.0,9,Official Import,1991,Direct Injection,Turbocharged,2939.0,1544.0,66.0,Ventilated discs,7,13384337328.0,85.55354070767656,A
6780,76800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1531.0,60.0,Ventilated discs,10,11966537456.0,119.50053653302118,A
6781,129800.0,7,Locally Built,1991,Direct Injection,Turbocharged,2840.0,1531.0,60.0,Discs,6,12230553720.0,102.91678860598965,A
6782,159800.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2939.0,1531.0,60.0,Ventilated discs,5,13384337328.0,102.91678860598965,A
6783,179800.0,9,Locally Built,1991,Direct Injection,Turbocharged,2939.0,1531.0,66.0,Ventilated discs,5,13384337328.0,85.55354070767656,A
6784,209800.0,9,Official Import,1991,Direct Injection,Turbocharged,2873.0,1609.0,66.0,Ventilated discs,6,12836194800.0,114.84632910215278,A
6785,41800.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1505.0,75.0,Drums,8,15118425000.0,43.053960964408724,B
6786,45900.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,9,17994182250.0,55.691690799732676,B
6787,26900.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Discs,10,9479386125.0,78.43435881815412,D
6788,27800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2711.0653876272513,1455.0,40.0,Discs,14,12583359973.558815,118.03228754188243,D
6789,6900.0,5,Locally Built,1487,Carburettor Single,Aspirated,2150.0,1455.0,55.0,Drums,26,11870428500.0,57.19068210350118,C
6790,37800.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,9,16965180000.0,54.86083098023396,B
6791,154000.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1520.0,85.0,Ventilated discs,6,16684497816.0,79.32139735163662,A
6792,57800.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,6,17058096000.0,55.76513039199606,B
6793,81800.0,6,Parallel Import,1984,Direct Injection,Turbo intercooled,2468.0,1572.0,55.0,Discs,13,10404824352.0,118.45534233593935,A
6794,30800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,9,12796357500.0,64.06022982432967,D
6795,79800.0,5,Locally Built,2694,Multi-Point Injected,Aspirated,2570.0,1470.0,70.0,Drums,9,7084520250.0,64.39232409381663,B
6796,55800.0,7,Locally Built,2488,Multi-Point Injected,Aspirated,2705.0,1575.0,60.0,Ventilated discs,8,14482832000.0,79.16373467649346,C
6797,35800.0,7,Locally Built,1495,Multi-Point Injected,Aspirated,2711.0653876272513,1575.0,60.0,Ventilated discs,11,12583359973.558815,71.75660160734787,D
6798,38800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,8,19624500000.0,73.11925222372983,D
6799,28800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,10,12796357500.0,64.06022982432967,D
6800,27800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,11,11000634750.0,77.20020586721564,B
6801,51800.0,5,Locally Built,2953,Direct Injection,Aspirated,2715.0,1470.0,65.0,Drums,11,16781869000.0,40.91812478079576,C
6802,83800.0,5,Locally Built,2694,Multi-Point Injected,Aspirated,2570.0,1470.0,70.0,Drums,8,7084520250.0,64.39232409381663,B
6803,38800.0,5,Locally Built,1499,Multi-Point Injected,Aspirated,2711.0653876272513,1470.0,70.0,Drums,0,12583359973.558815,66.09808102345416,D
6804,108000.0,5,Locally Built,1498,Direct Injection,Turbocharged,2660.0,1601.0,70.0,Discs,6,14277074280.0,93.34403807275997,B
6805,35800.0,5,Locally Built,2500,Multi-Point Injected,Aspirated,2711.0653876272513,1601.0,70.0,Discs,14,12583359973.558815,74.96541917760517,C
6806,59800.0,7,Parallel Import,1984,Direct Injection,Turbo intercooled,2810.0,1590.0,65.0,Discs,13,12151842768.0,97.50011552146388,A
6807,55900.0,5,Locally Built,2356,Multi-Point Injected,Aspirated,2775.0,1590.0,65.0,Discs,10,13198917500.0,83.44857183729913,B
6808,15800.0,5,Locally Built,1488,Multi-Point Injected,Aspirated,2711.0653876272513,1590.0,65.0,Discs,14,12583359973.558815,73.91159219875065,C
6809,22800.0,5,Locally Built,1998,Multi-Point Injected,Aspirated,2620.0,1470.0,45.0,Discs,18,11071296000.0,91.80289031035299,B
6810,65800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2662.0,1500.0,45.0,Drums,5,12871441030.0,72.74755386350134,B
6811,181800.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1500.0,66.0,Discs,5,12230553720.0,94.74810249095817,A
6812,213800.0,9,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,66.0,Discs,7,17163930000.0,67.57258483700898,B
6813,19800.0,5,Locally Built,1298,Multi-Point Injected,Aspirated,2655.0,1405.0,45.0,Drums,16,11211629000.0,62.41519674355495,B
6814,255999.0,8,Parallel Import,2993,Direct Injection,Twin Turbo intercooled,2923.0,1690.0,80.0,Discs,8,17119239000.0,103.03094456794044,S
6815,29900.0,5,Locally Built,2499,Direct Injection,Turbo intercooled,3050.0,1520.0,76.0,Drums,12,15708690000.0,27.87481034543594,C
6816,36900.0,7,Locally Built,1390,Direct Injection,Turbo supercharged intercooled,2651.0,1535.0,55.0,Discs,8,12236921424.0,86.52390222799048,B
6817,66900.0,4,Locally Built,2494,Direct Injection,Turbo intercooled,2750.0,1535.0,65.0,Drums,11,16015820000.0,39.2368056624096,B
6818,62900.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,7,18101575800.0,59.40447018638152,B
6819,26900.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,13,10950801750.0,77.20020586721564,B
6820,43900.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,11,16965180000.0,71.41710800834538,B
6821,34900.0,6,Locally Built,1995,Multi-Point Injected,Aspirated,2760.0,1520.0,63.0,Ventilated discs,11,11698847167.0,78.55459544383346,A
6822,66800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1545.0,65.0,Discs,14,15061095000.0,71.27284923696125,B
6823,17900.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2450.0,1440.0,42.0,Discs,16,11017363500.0,46.11772597685728,B
6824,58900.0,4,Locally Built,2694,Multi-Point Injected,Aspirated,2750.0,1440.0,65.0,Drums,11,16015820000.0,63.681592039801,B
6825,64900.0,5,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,7,17058096000.0,71.8031464300121,B
6826,165000.0,7,Locally Built,1499,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,3,12917303562.0,74.6268656716418,A
6827,22900.0,5,Official Import,2488,Multi-Point Injected,Aspirated,2725.0,1561.0,64.0,Discs,15,12290724000.0,90.6183368869936,B
6828,25000.0,6,Official Import,998,Direct Injection,Turbo intercooled,2489.0,1561.0,43.0,Drums,9,10210078956.0,66.63113006396588,B
6829,102800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,6,13030471428.0,91.84845005740529,A
6830,35800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,9,13834590000.0,66.67482260827013,C
6831,69800.0,5,Locally Built,2694,Multi-Point Injected,Aspirated,2570.0,1470.0,70.0,Drums,10,7084520250.0,64.39232409381663,B
6832,63800.0,5,Official Import,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,13,7084520250.0,42.17141439616323,B
6833,85800.0,5,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1470.0,70.0,Drums,12,12583359973.558815,64.08401207260098,B
6834,6800.0,5,Locally Built,1468,Multi-Point Injected,Aspirated,2500.0,1450.0,50.0,Drums,18,9935436000.0,66.83002895967921,D
6835,87800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,12,17008040000.0,67.12469399036563,B
6836,31800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,11,13834590000.0,66.67482260827013,C
6837,65800.0,5,Official Import,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,12,7084520250.0,42.17141439616323,B
6838,59800.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2685.0,1470.0,45.0,Drums,4,13080145500.0,58.10641449242338,D
6839,62800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,10,7084520250.0,42.17141439616323,B
6840,79800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,13,17008040000.0,67.12469399036563,B
6841,37800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,8,13834590000.0,66.67482260827013,C
6842,65800.0,5,Official Import,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,12,7084520250.0,42.17141439616323,B
6843,64800.0,5,Locally Built,2694,Multi-Point Injected,Aspirated,2570.0,1470.0,70.0,Drums,11,7084520250.0,64.39232409381663,B
6844,69800.0,5,Official Import,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,12,7084520250.0,42.17141439616323,B
6845,39800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,7,13834590000.0,66.67482260827013,C
6846,32800.0,5,Locally Built,2953,Direct Injection,Aspirated,2715.0,1470.0,65.0,Drums,15,16781869000.0,40.91812478079576,C
6847,66800.0,7,Official Import,2488,Direct Injection,Turbo intercooled,3150.0,1570.0,80.0,Drums,7,17596367500.0,65.82348000258447,C
6848,32800.0,6,Locally Built,2488,Direct Injection,Turbo intercooled,3200.0,1570.0,80.0,Drums,12,17222390000.0,46.708901535488025,C
6849,45800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,15,6043344750.0,44.514270751505634,B
6850,33800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,10,13834590000.0,66.67482260827013,C
6851,35800.0,5,Locally Built,2953,Direct Injection,Aspirated,2715.0,1470.0,65.0,Drums,12,16781869000.0,40.91812478079576,C
6852,67800.0,5,Official Import,2442,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,7,17058096000.0,73.41012329656067,B
6853,27800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1490.0,42.0,Discs,11,11000634750.0,78.55459544383346,B
6854,33800.0,5,Official Import,1598,Multi-Point Injected,Aspirated,2725.0,1490.0,55.0,Drums,10,13834590000.0,66.67482260827013,C
6855,72800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,8,15756889500.0,43.00531242094612,B
6856,32800.0,5,Locally Built,2953,Direct Injection,Aspirated,2715.0,1470.0,65.0,Drums,13,16781869000.0,40.91812478079576,C
6857,16800.0,5,Locally Built,1488,Multi-Point Injected,Aspirated,2711.0653876272513,1470.0,65.0,Drums,14,12583359973.558815,60.40294610498422,C
6858,66800.0,5,Locally Built,2694,Multi-Point Injected,Aspirated,2570.0,1470.0,70.0,Drums,11,7084520250.0,64.39232409381663,B
6859,74800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,13,17008040000.0,67.12469399036563,B
6860,57800.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1549.0,66.0,Discs,11,11758423290.0,101.1553528040859,A
6861,66500.0,7,Locally Built,1395,Direct Injection,Turbocharged,2651.0,1535.0,55.0,Discs,6,12236921424.0,86.84274515706957,B
6862,63800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,5,11114052796.0,82.15801725318362,B
6863,79827.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,15,17008040000.0,67.12469399036563,B
6864,66888.0,7,Official Import,1390,Direct Injection,Turbo supercharged intercooled,2468.0,1443.0,45.0,Discs,11,9710441664.0,105.26563400491631,B
6865,73000.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1476.0,40.0,Drums,3,11114052796.0,80.5325888542897,B
6866,173800.0,7,Parallel Import,1991,Direct Injection,Twin-scroll turbo,2699.0,1569.0,56.0,Ventilated discs,8,11904592392.0,169.4995056264419,A
6867,28827.0,7,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1569.0,55.0,Drums,10,14047015248.0,70.30794881581326,D
6868,13800.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2600.0,1475.0,50.0,Drums,12,11105422350.0,67.62107828205909,D
6869,19990.0,4,Locally Built,1997,Multi-Point Injected,Aspirated,2700.0,1480.0,52.0,Drums,11,11975055000.0,80.0433317284545,C
6870,31800.0,5,Official Import,2986,Multi-Point Injected,Aspirated,2590.0,1480.0,70.0,Drums,20,18425225000.0,38.93575600259571,B
6871,45800.0,4,Official Import,2982,Direct Injection,Turbo intercooled,3085.0,1480.0,76.0,Drums,13,17453694250.0,63.355099502487555,B
6872,21800.0,5,Locally Built,1796,Multi-Point Injected,Supercharged,2854.0,1577.0,65.0,Discs,18,12746230992.0,77.47884779922045,A
6873,49800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,13,6043344750.0,44.514270751505634,B
6874,49800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Discs,8,11058075000.0,74.28610372793567,B
6875,59800.0,4,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,8,16965180000.0,54.56588027603915,B
6876,55800.0,7,Locally Built,2488,Multi-Point Injected,Aspirated,2705.0,1575.0,60.0,Ventilated discs,8,14482832000.0,79.16373467649346,C
6877,52999.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2662.0,1500.0,60.0,Drums,6,12871441030.0,72.74755386350134,B
6878,34800.0,5,Locally Built,2499,Direct Injection,Turbo intercooled,3095.0,1570.0,76.0,Drums,10,17579929500.0,82.44722771196818,C
6879,29800.0,5,Official Import,1998,Multi-Point Injected,Aspirated,2590.0,1570.0,70.0,Drums,20,18425225000.0,47.8559583037195,B
6880,47800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,14,6043344750.0,44.514270751505634,B
6881,39800.0,5,Locally Built,2499,Direct Injection,Turbo intercooled,3100.0,1470.0,80.0,Discs,11,21085693200.0,59.3523610020075,A
6882,37800.0,5,Locally Built,2499,Direct Injection,Turbocharged,3095.0,1570.0,76.0,Drums,10,17265822000.0,59.3523610020075,C
6883,53800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,3085.0,1510.0,76.0,Drums,9,16222492000.0,60.54235862938827,B
6884,59800.0,8,Official Import,1995,Direct Injection,Turbo intercooled,2810.0,1543.0,57.0,Ventilated discs,11,11966537456.0,91.2381613527049,A
6885,26800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,12,12796357500.0,64.06022982432967,D
6886,39800.0,4,Official Import,2362,Multi-Point Injected,Aspirated,2775.0,1575.0,70.0,Discs,13,12908805000.0,81.455467759243,B
6887,65800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,7,18101575800.0,59.40447018638152,B
6888,175000.0,7,Locally Built,1499,Direct Injection,Turbo intercooled,2670.0,1565.0,42.0,Discs,3,11568456000.0,72.05352547606793,A
6889,63800.0,5,Official Import,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,14,7084520250.0,42.17141439616323,B
6890,56800.0,6,Locally Built,2488,Direct Injection,Turbo intercooled,3200.0,1570.0,80.0,Drums,8,17222390000.0,46.708901535488025,C
6891,39800.0,5,Locally Built,2488,Direct Injection,Turbo intercooled,3200.0,1570.0,80.0,Drums,9,17222390000.0,46.708901535488025,C
6892,55800.0,7,Locally Built,1997,Direct Injection,Aspirated,2705.0,1575.0,60.0,Ventilated discs,8,14482832000.0,69.73568239270874,C
6893,79800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,8,11989828727.0,91.2381613527049,A
6894,29800.0,5,Official Import,1796,Multi-Point Injected,Supercharged,2854.0,1577.0,65.0,Discs,15,12746230992.0,87.46078524574578,A
6895,26800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,12,12796357500.0,64.06022982432967,D
6896,56800.0,5,Official Import,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,16,7084520250.0,42.17141439616323,B
6897,40800.0,5,Locally Built,2499,Direct Injection,Turbo intercooled,3095.0,1570.0,76.0,Drums,9,17678416500.0,56.228552528217634,C
6898,53800.0,5,Locally Built,2494,Direct Injection,Turbo intercooled,2570.0,1470.0,70.0,Drums,12,6043344750.0,44.514270751505634,B
6899,129800.0,7,Parallel Import,3498,Direct Injection,Aspirated,3165.0,1624.0,70.0,Ventilated discs,9,14903382384.0,117.40781951425392,A
6900,85800.0,6,Official Import,1499,Direct Injection,Turbo intercooled,2495.0,1501.0,40.0,Discs,9,9330797938.0,91.02469714209222,A
6901,111800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2874.0,1598.0,80.0,Discs,9,13333311684.0,93.727789623312,A
6902,153800.0,6,Official Import,1998,Direct Injection,Twin-scroll turbo,2660.0,1570.0,60.0,Discs,8,13924030500.0,95.49029048306852,A
6903,91800.0,7,Locally Built,1995,Direct Injection,Aspirated,2665.0,1570.0,63.0,Ventilated discs,3,12979755000.0,80.60741588226117,B
6904,49827.0,7,Parallel Import,1984,Direct Injection,Turbo intercooled,2807.0,1617.0,75.0,Ventilated discs,13,14385265560.0,90.49579687768056,A
6905,62800.0,7,Locally Built,3660,Multi-Point Injected,Aspirated,2711.0653876272513,1617.0,75.0,Ventilated discs,13,12583359973.558815,66.47795505232459,D
6906,26827.0,6,Official Import,1498,Multi-Point Injected,Aspirated,2489.0,1617.0,43.0,Drums,10,10210078956.0,73.6318407960199,B
6907,126900.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1617.0,85.0,Ventilated discs,6,16684497816.0,79.32139735163662,A
6908,18800.0,8,Locally Built,1488,Multi-Point Injected,Aspirated,2711.0653876272513,1617.0,85.0,Ventilated discs,27,12583359973.558815,50.182924855117044,C
6909,76888.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1617.0,51.0,Discs,6,11920595000.0,53.42053291028588,B
6910,34800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1617.0,41.0,Drums,7,11250562500.0,73.54531689379192,C
6911,82888.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1495.0,41.0,Drums,1,11675330748.0,79.48812276644945,B
6912,88800.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,2775.0,1495.0,70.0,Discs,8,12944268750.0,76.4344368124774,B
6913,87800.0,4,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,7,11794387920.0,98.25302710193326,B
6914,28800.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1547.0,40.0,Drums,5,11739559356.0,69.22832645284218,D
6915,4800.0,5,Locally Built,1468,Multi-Point Injected,Aspirated,2500.0,1450.0,50.0,Drums,21,9935436000.0,65.5260283946123,D
6916,5800.0,4,Locally Built,1584,Multi-Point Injected,Aspirated,2600.0,1475.0,60.0,Discs,17,11032122000.0,63.004648886713966,D
6917,57800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,7,11058075000.0,74.6268656716418,B
6918,76800.0,4,Locally Built,2494,Direct Injection,Turbo intercooled,3085.0,1540.0,76.0,Drums,7,17856385000.0,57.00938279425155,B
6919,78800.0,4,Locally Built,4009,Multi-Point Injected,Aspirated,2711.0653876272513,1540.0,76.0,Drums,10,12583359973.558815,61.36426620214577,B
6920,216900.0,9,Official Import,1991,Direct Injection,Turbo intercooled,2873.0,1620.0,66.0,Ventilated discs,4,14327454960.0,90.75659168136264,A
6921,15000.0,4,Locally Built,2362,Multi-Point Injected,Aspirated,2720.0,1550.0,70.0,Discs,18,13099875000.0,106.53628409675758,B
6922,468000.0,8,Official Import,2995,Direct Injection,Twin-scroll turbo,2950.0,1550.0,75.0,Discs,6,13916816199.0,135.68521031207598,S
6923,629000.0,9,Locally Built,2999,Direct Injection,Twin-scroll turbo,3106.0,1655.0,75.0,Discs,1,15210008298.0,150.89840055918754,A
6924,25800.0,9,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1655.0,55.0,Discs,8,14047015248.0,70.59298104074223,D
6925,599000.0,8,Official Import,2998,Direct Injection,Twin Turbo intercooled,2975.0,1655.0,83.0,Ventilated discs,2,16772999040.0,119.12269637726858,A
6926,163000.0,9,Parallel Import,1991,Direct Injection,Turbo intercooled,2840.0,1565.0,66.0,Discs,6,12181571500.0,89.16456677650707,A
6927,128999.0,6,Official Import,1998,Direct/Multi-point injection,Aspirated,2570.0,1520.0,50.0,Ventilated discs,8,9670910000.0,117.0617500731636,B
6928,79800.0,7,Locally Built,1798,Multi-Point Injected,Aspirated,2700.0,1519.0,55.0,Discs,6,11979475200.0,81.3055345838899,B
6929,46800.0,7,Locally Built,3458,Multi-Point Injected,Aspirated,2711.0653876272513,1519.0,55.0,Discs,17,12583359973.558815,90.01684186073524,B
6930,92000.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2670.0,1540.0,63.0,Discs,5,14276556000.0,75.93610892903901,B
6931,338333.0,7,Official Import,2995,Direct Injection,Supercharged intercooled,2924.0,1630.0,65.0,Ventilated discs,4,13485534502.0,141.07544469433654,A
6932,107000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,5,11989828727.0,91.2381613527049,A
6933,25999.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Ventilated discs,6,8904168000.0,60.412224591329064,D
6934,56999.0,7,Locally Built,2488,Multi-Point Injected,Aspirated,2705.0,1575.0,60.0,Ventilated discs,8,14482832000.0,79.16373467649346,C
6935,438333.0,8,Parallel Import,4999,Direct Injection,Supercharged intercooled,2923.0,1575.0,105.0,Discs,7,17119239000.0,176.10022691680783,S
6936,66999.0,4,Locally Built,2982,Direct Injection,Turbo intercooled,3085.0,1540.0,76.0,Drums,9,17952906000.0,62.540766603998,B
6937,26999.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1540.0,41.0,Drums,11,11325566250.0,72.84153395700922,C
6938,30999.0,4,Locally Built,1798,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,10,11876982000.0,73.46082089552239,C
6939,99800.0,6,Locally Built,1395,Direct Injection,Turbocharged,2677.0,1589.0,60.0,Discs,5,13801838442.0,77.20020586721564,B
